Feature,Importance
cat__diag_3_729,0.00040347285445730633
cat__diag_1_153,0.00039728068646055714
cat__diag_3_788,0.0003930577033147059
cat__diag_3_799,0.00039204669905725534
cat__diag_1_590,0.00039012789117572375
cat__diag_2_997,0.0003898950784995355
cat__diag_2_8,0.0003897516025728311
cat__diag_1_593,0.0003897500745301687
cat__diag_1_444,0.0003861286689922247
cat__diag_1_404,0.00038496744892950067
cat__diag_3_E878,0.00038454686399768073
cat__diag_3_V42,0.0003840441682938718
cat__diag_2_E888,0.00038355619703134183
cat__diag_2_730,0.0003809103509364701
cat__diag_3_553,0.0003768270183378744
cat__diag_1_185,0.00037500493964684234
cat__diag_1_790,0.00037487362695150136
cat__diag_2_112,0.0003743052732685613
cat__diag_1_438,0.00037324577812251593
cat__diag_2_578,0.0003726501727665347
cat__diag_2_304,0.00037216724679207903
cat__diag_2_303,0.0003707817673266683
cat__diag_3_296,0.00036858849610224624
cat__diag_2_787,0.00036771033250872177
cat__diag_3_719,0.00036676011487761555
cat__diag_1_823,0.00036508540907428944
cat__diag_2_E885,0.0003610504915312956
cat__diag_2_728,0.00036076774274359933
cat__diag_3_112,0.0003595315246797324
cat__diag_3_535,0.0003591797385462437
cat__diag_2_790,0.00035892668127979606
cat__diag_3_995,0.00035874545662451315
cat__diag_3_250.7,0.0003582730266803358
cat__diag_1_575,0.0003567004463229377
cat__diag_3_715,0.00035659749135349354
cat__diag_3_196,0.00035550901582546095
cat__diag_1_426,0.0003548265254585673
cat__diag_1_211,0.0003536952187443392
cat__diag_3_250.41,0.00035145432331650076
cat__diag_3_300,0.00035010759053335675
cat__diag_2_396,0.0003492269498141078
cat__diag_2_572,0.00034341930053255796
cat__diag_1_250,0.00034028565416711676
cat__diag_1_784,0.0003392926127729912
cat__diag_3_250.03,0.00033870610261915713
cat__diag_1_824,0.0003353064594106326
cat__diag_3_562,0.00033447696519263415
cat__diag_3_997,0.0003329646852912163
cat__diag_3_38,0.00032538766793255075
cat__diag_3_440,0.00032508985586637623
cat__diag_1_250.42,0.0003237963564415171
cat__diag_2_244,0.0003220836022528741
cat__diag_3_466,0.0003217145820098161
cat__diag_1_250.2,0.0003204847065836611
cat__diag_1_812,0.00031984438767127373
cat__diag_2_492,0.0003197407408516706
cat__diag_3_730,0.00031874179081899594
cat__diag_3_263,0.00031816693906373144
cat__diag_2_250.8,0.0003144613301446321
cat__diag_1_721,0.00031346948885706104
cat__diag_1_482,0.0003124922592448677
cat__diag_1_531,0.00031148153406845646
cat__diag_1_250.22,0.0003112321570711799
cat__diag_3_416,0.00031025862699460884
cat__diag_3_790,0.0003102120144606948
cat__diag_1_566,0.0003096434700339411
cat__glimepiride_Down,0.0003089070088178744
cat__diag_1_600,0.0003087132441891373
cat__diag_2_250.42,0.00030533266127021904
cat__diag_1_557,0.0003052948054140125
cat__diag_1_202,0.0003035697152944118
cat__diag_2_V15,0.0003022391976102006
cat__diag_2_152,0.00029839861506175496
cat__diag_3_577,0.00029823298623028375
cat__diag_2_715,0.00029465938745861496
cat__diag_2_250.82,0.00029439499838642834
cat__diag_1_294,0.000291595324281984
cat__diag_3_560,0.0002909117902224748
cat__diag_1_730,0.00029076741929418427
cat__diag_1_805,0.0002882306424487384
cat__diag_2_733,0.0002865407608152427
cat__diag_1_564,0.00028565412001496854
cat__diag_1_282,0.0002843950513080259
cat__diag_2_294,0.0002843341623591963
cat__diag_1_348,0.00028426672435395115
cat__diag_3_443,0.00028189105325925154
cat__diag_2_250.4,0.00028132032404815213
cat__diag_1_413,0.00028074081804201046
cat__diag_2_E878,0.00028069902895541215
cat__diag_1_618,0.00028069244653211334
cat__diag_3_731,0.000280136411217958
cat__diag_1_537,0.0002794385866427405
cat__diag_3_198,0.00027620615836849137
cat__diag_1_808,0.0002750438355482558
cat__diag_1_654,0.0002748511336757457
cat__diag_3_250.92,0.0002745765286678723
cat__diag_2_710,0.00027440402454410515
cat__diag_1_112,0.00027362054372273396
cat__diag_1_512,0.00026952343043971764
cat__diag_2_250.81,0.0002688474794909746
cat__diag_3_578,0.00026837056302734646
cat__diag_2_591,0.00026715421550230347
cat__diag_3_V49,0.00026644226721559273
cat__diag_3_794,0.0002638509739327784
cat__diag_1_567,0.00026242067552215864
cat__diag_2_153,0.0002621737517145263
cat__diag_3_515,0.0002618742441041907
cat__diag_2_569,0.0002617787404023214
cat__diag_2_433,0.0002578587510838758
cat__diag_2_465,0.00025757701626935407
cat__diag_2_781,0.0002570961061222221
cat__diag_1_204,0.00025668070793335697
cat__diag_3_433,0.0002555908807444534
cat__diag_2_150,0.0002534992548532157
cat__diag_1_436,0.0002526569976115568
cat__diag_3_782,0.0002508133365486503
cat__diag_3_8,0.0002503237137521797
cat__diag_2_721,0.0002488268234848973
cat__diag_2_196,0.00024813024930769265
cat__diag_2_V85,0.0002470829332176158
cat__diag_2_435,0.00024650150247918455
cat__diag_3_564,0.0002458979086178475
cat__diag_2_250.92,0.0002451639125103348
cat__diag_3_303,0.00024374665455173744
cat__diag_2_535,0.00024156845794157835
cat__diag_3_397,0.00023922179872493815
cat__diag_3_250.5,0.0002388608327670474
cat__diag_3_250.82,0.00023742542061319833
cat__diag_1_821,0.00023567948579511456
cat__diag_1_553,0.0002331353178975212
cat__diag_2_242,0.00023295532889505016
cat__diag_1_642,0.00023271172370697944
cat__diag_3_250.51,0.00023222230087897056
cat__diag_3_444,0.0002313841128596552
cat__diag_2_820,0.0002311799771685205
cat__diag_3_327,0.00022943949931486933
cat__diag_2_250.13,0.00022939364565575048
cat__diag_3_724,0.00022895471904689865
cat__diag_2_263,0.00022807507954855036
cat__diag_3_301,0.00022640485889878335
cat__diag_3_174,0.0002249632707137137
cat__diag_3_404,0.00022494978882019434
cat__rosiglitazone_Up,0.00022486219945951058
cat__diag_1_189,0.00022357057970636248
